X                       Y                        Z                        VectorX_right                  VectorZ_right                  VectorY_right
-8.09332380952381         -24.27997142857142       -80.95238095238096       0.015763095018000384     0.003778587038290482     -0.0047830917492626135
0                         -24.27997142857142       -80.95238095238096       0.018623524593068153     0.0048506720451364504    -0.004250484737220006
8.09332380952381          -24.27997142857142       -80.95238095238096       0.022098181544642687     0.006329866997415667     -0.003360961915708671
-16.18664761904762        -16.18664761904762       -80.95238095238096       0.014010345876988463     0.002158746082270291     -0.005003422245044131
-8.09332380952381         -16.18664761904762       -80.95238095238096       0.016548865414568903     0.002734593049679296     -0.0046800114548182226
0                         -16.18664761904762       -80.95238095238096       0.019719290368022113     0.003525416870785114     -0.004059414014793705
8.09332380952381          -16.18664761904762       -80.95238095238096       0.023612874961788075     0.004643786508341741     -0.0030001125094578644
16.18664761904762         -16.18664761904762       -80.95238095238096       0.028466888378280375     0.006181281131470762     -0.0012535119481171808
-24.27997142857142        -8.09332380952381        -80.95238095238096       0.012200152979186196     9.931248163566053E-4     -0.005102573565165691
-16.18664761904762        -8.09332380952381        -80.95238095238096       0.014408235369507971     0.00121269567455623      -0.00495632911989885
-8.09332380952381         -8.09332380952381        -80.95238095238096       0.017090411567158847     0.0015446141768158395    -0.004605270851975041
0                         -8.09332380952381        -80.95238095238096       0.02046399900104736      0.0020006236112404263    -0.00391700612263246
8.09332380952381          -8.09332380952381        -80.95238095238096       0.02465561615154288      0.0026086585219894376    -0.002765343020487615
16.18664761904762         -8.09332380952381        -80.95238095238096       0.02997117130544143      0.0035030489194322473    -8.310345910437776E-4
24.27997142857143         -8.09332380952381        -80.95238095238096       0.036763082940351466     0.004823591471081884     0.002261965866779958
-24.27997142857142        0                        -80.95238095238096       0.01233728574202042      1.925563487199305E-4     -0.005093630597595933
-16.18664761904762        0                        -80.95238095238096       0.01456905635736794      2.2457522628949178E-4    -0.004931047018878809
-8.09332380952381         0                        -80.95238095238096       0.017323392435350637     2.646548986411368E-4     -0.004557536228664727
0                         0                        -80.95238095238096       0.020754139503733615     3.045559032925915E-4     -0.003842204945163144
8.09332380952381          0                        -80.95238095238096       0.025070265613553078     4.2339977796312933E-4    -0.0026554753739032044
16.18664761904762         0                        -80.95238095238096       0.03057202142372795      4.775618549665017E-4     -6.679756577561424E-4
24.27997142857143         0                        -80.95238095238096       0.03763623220139206      6.404915983354628E-4     0.0026119499640540056
-24.27997142857142        8.09332380952381         -80.95238095238096       0.01228049540157472      -5.960137671058297E-4    -0.005091108347517581
-16.18664761904762        8.09332380952381         -80.95238095238096       0.014489287300524789     -7.848221590853743E-4    -0.004938039033086927
-8.09332380952381         8.09332380952381         -80.95238095238096       0.01719170652457279      -0.001029560244779515    -0.004556746119198138
0                         8.09332380952381         -80.95238095238096       0.02058250466632705      -0.001359326900859159    -0.003861327147915205
8.09332380952381          8.09332380952381         -80.95238095238096       0.024806303338378854     -0.0018660861096181924   -0.0026899744389661806
16.18664761904762         8.09332380952381         -80.95238095238096       0.030179369779378854     -0.0025992541783749212   -7.43886140607164E-4
24.27997142857143         8.09332380952381         -80.95238095238096       0.037053110390912525     -0.0036247231806424145   0.0024429109156529627
-16.18664761904762        16.18664761904762        -80.95238095238096       0.014148253454015602     -0.0017318518777089675   -0.004962136966927599
-8.09332380952381         16.18664761904762        -80.95238095238096       0.01674412057308239      -0.00225244808789804     -0.004621682329139121
0                         16.18664761904762        -80.95238095238096       0.019944594563241047     -0.002974010906750202    -0.003984825414398624
8.09332380952381          16.18664761904762        -80.95238095238096       0.023951132214446506     -0.003959439072115711    -0.00286271102208957
16.18664761904762         16.18664761904762        -80.95238095238096       0.028933997446708437     -0.005371629651729215    -0.0010940880264152433
-8.09332380952381         24.27997142857143        -80.95238095238096       0.0160083886770416       -0.0033345798045794077   -0.004706229584709121
0                         24.27997142857143        -80.95238095238096       0.01892605996722526      -0.004340144443172822    -0.004154916393110497
8.09332380952381          24.27997142857143        -80.95238095238096       0.02251297420601001      -0.005734305902644565    -0.0031950886563407725
