X                       Y                        Z                        VectorX_right                  VectorZ_right                  VectorY_right
-8.09332380952381         -24.27997142857142       -80.95238095238096       0.017197951126924765     0.003926569674159275     -0.005051874937428202
0                         -24.27997142857142       -80.95238095238096       0.020186370116509034     0.005027379012054745     -0.004407801437060543
8.09332380952381          -24.27997142857142       -80.95238095238096       0.023792406193814924     0.006544921844871321     -0.0033643985245643826
-16.18664761904762        -16.18664761904762       -80.95238095238096       0.015342418500140953     0.0022432112887753597    -0.005357155746370968
-8.09332380952381         -16.18664761904762       -80.95238095238096       0.018010253896058426     0.0028354703113356305    -0.004940384018571109
0                         -16.18664761904762       -80.95238095238096       0.021314264291064602     0.003667293291139772     -0.004203080643984017
8.09332380952381          -16.18664761904762       -80.95238095238096       0.02536906923382487      0.0048027317598238195    -0.0030210337300159433
16.18664761904762         -16.18664761904762       -80.95238095238096       0.03032780769920057      0.006363347267306141     -0.0010896273352074548
-24.27997142857142        -8.09332380952381        -80.95238095238096       0.01343674009820961      0.0010095242190137077    -0.0055273020643182855
-16.18664761904762        -8.09332380952381        -80.95238095238096       0.0157579522890694       0.0012611476641174457    -0.005308450407877975
-8.09332380952381         -8.09332380952381        -80.95238095238096       0.01856745043852359      0.001599258936363035     -0.0048595821363208724
0                         -8.09332380952381        -80.95238095238096       0.022077869914307553     0.0020666782415974527    -0.004051265523597691
8.09332380952381          -8.09332380952381        -80.95238095238096       0.026411369746028982     0.002703659472041764     -0.0027595122901427904
16.18664761904762         -8.09332380952381        -80.95238095238096       0.03186736269680435      0.003591153520332513     -6.388761431450618E-4
24.27997142857143         -8.09332380952381        -80.95238095238096       0.03873059500417497      0.0048864144256883235    0.0027080214426091764
-24.27997142857142        0                        -80.95238095238096       0.013555485091865384     1.985874810812114E-4     -0.005518571366706749
-16.18664761904762        0                        -80.95238095238096       0.015918242260289928     2.292492024855708E-4     -0.0052829506251507174
-8.09332380952381         0                        -80.95238095238096       0.018808947912600793     2.6912395628686525E-4    -0.00481017399473338
0                         0                        -80.95238095238096       0.022353227434106837     3.174094694533558E-4     -0.00398528992332281
